movieCd,salesAcc,audiAcc,movieNm_box,actors,directors,genres,nations,repNationNm,productionCompanies
20164388,164013200,21676,스노우타임,,장 프랑소아 풀리오,애니메이션|가족,캐나다,,
20164521,2282865580,305117,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,토마츠 하루카|유키 아오이|세키 토모카즈|코자쿠라 에츠코,타카하시 시게하루,애니메이션,일본,,
20164621,24694401848,2804738,덩케르크,톰 하디|마크 라이런스|케네스 브래너|킬리언 머피|제임스 다시,크리스토퍼 놀란,액션|드라마|스릴러|전쟁,미국|영국,,
20164721,42247406539,5155465,미녀와 야수,엠마 왓슨|댄 스티븐스|루크 에반스|이완 맥그리거|이안 맥켈런,빌 콘돈,멜로/로맨스|판타지|뮤지컬,미국,,
20165130,431522300,55879,나의 산티아고,카롤리네 슈허|데비드 스트리에소브|마르티나 게덱|카타리나 탈바흐,줄리아 폰 하인츠,코미디,독일,,
20165281,795867000,100675,마이 리틀 자이언트,마크 라이런스|레베카 홀|빌 헤이더|제메인 클레멘트|매트 프류어,스티븐 스필버그,어드벤처|가족|판타지,미국,,
20165285,482548500,62699,극장판 도라에몽: 신 진구의 버스 오브 재팬,채민지|김정아|최낙윤|이현주|조현정,야쿠와 신노스케,애니메이션,일본,,
20165543,122512500,17721,하이큐!! 승자와 패자,,미츠나카 스스무,애니메이션,일본,,
20165941,885628900,114860,로빈슨 크루소,마티아스 슈바이그호퍼|데이비드 하워드|콜린 메츠거|라일라 베르진|조이 카멘,벤 스타센|빈센트 케스텔루트,애니메이션|어드벤처|코미디,벨기에,,
20166301,237626100,30561,썬키스 패밀리,박희순|진경|황우슬혜|장성범|윤보라,김지혜,가족|멜로/로맨스|코미디,한국,,(주)영화사두둥
20166363,4578845258,603353,잭 리처: 네버 고 백,톰 크루즈|코비 스멀더스|로버트 네퍼|알디스 호지|제이슨 더글러스,에드워드 즈윅,액션|범죄|드라마,미국,,
20166462,50022200,6829,신밧드 더 무비,,미야시타 신페이,애니메이션,일본,,
20166541,1047417000,138081,달빛궁궐,김서영|이하늬|권율|김슬기|신용우,김현주,애니메이션|판타지|어드벤처,한국,,스튜디오홀호리(주)|(주)콘텐츠판다
20166602,746793970,88937,그대 이름은 장미,유호정|박성웅|오정세|채수빈|하연수,조석현,코미디,한국,,(주)엠씨엠씨
20167154,1612654000,204625,드림 쏭,J.K. 시몬스|루크 윌슨|에디 이자드|맷 딜런,애쉬 브래넌,애니메이션,미국,,
20167481,7571050972,894279,맨 인 더 다크,제인 레비|딜런 미네트|스티븐 랭|다니엘 조바토,페데 알바레즈,스릴러,미국,,
20167542,30024091848,3657537,분노의 질주: 더 익스트림,빈 디젤|드웨인 존슨|샤를리즈 테론|제이슨 스타뎀|스콧 이스트우드,F. 게리 그레이,액션|범죄|스릴러,미국|일본|프랑스|캐나다,,
20167628,23522500,3649,캡틴 판타스틱,비고 모텐슨|조지 맥케이|애너리즈 바쏘,매트 로스,드라마,미국,,
20167839,11183430395,1369357,벤허,잭 휴스턴|토비 켑벨|모건 프리먼|로드리고 산토로|할룩 빌기너,티무르 베크맘베토브,어드벤처|드라마,미국,,
20167867,390324300,51588,그물,류승범|이원근|박지일|김영민|최귀화,김기덕,드라마,한국,,(주)김기덕 필름
20167904,30873132808,3742039,라라랜드,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,데이미언 셔젤,드라마|뮤지컬|멜로/로맨스,미국,,
20168361,238797000,39943,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,,다라 오코넬,애니메이션,영국,,
20168401,961741438,116124,카페 소사이어티,제시 아이젠버그|크리스틴 스튜어트|블레이크 라이블리|스티브 카렐,우디 앨런,멜로/로맨스|드라마,미국,,
20168501,692339000,86819,바스티유 데이,이드리스 엘바|리처드 매든|샬롯 르 본|호세 가르시아|켈리 라일리,제임스 왓킨스,액션,미국|프랑스,,
20168773,16012496702,1839636,마약왕,송강호|조정석|배두나|김소진|김대명,우민호,범죄|드라마,한국,,(주)하이브미디어코프
20168822,34664100,4673,디시에르토,가엘 가르시아 베르날|제프리 딘 모건|디에고 카타노|마르코 페레즈,조나스 쿠아론,드라마|스릴러,멕시코|프랑스,,
20168885,6321962174,776993,브리짓 존스의 베이비,르네 젤위거|콜린 퍼스|패트릭 뎀시,샤론 맥과이어,코미디|멜로/로맨스,미국,,
20168891,5143580754,614365,설리: 허드슨강의 기적,톰 행크스|아론 에크하트|로라 린니,클린트 이스트우드,드라마,미국,,
20169028,115802500,15241,토마스와 친구들: 용감한 기관차와 괴물소동,,롭 실베스트리,애니메이션,영국,,
20169323,174057400,21117,안도 타다오,,미즈노 시게노리,다큐멘터리,일본,,
20169730,79791200,9766,당신자신과 당신의 것,김주혁|이유영|김의성|권해효|유준상,홍상수,드라마,한국,,(주)영화제작전원사 
20169764,328301000,42015,백설공주 : 사라진 아빠를 찾아서,이제인|사문영|박상훈,벤 차오,애니메이션|가족,중국,,
20169986,152974750,19217,미스터 캣,케빈 스페이시|제니퍼 가너|크리스토퍼 월켄|말리나 와이즈먼,배리 소넨필드,코미디,프랑스|중국,,
20170658,13976452874,1665200,PMC: 더 벙커,하정우|이선균|제니퍼 엘|민무제|강신철,김병우,액션,한국,,(주)퍼펙트스톰필름
20171021,1694668900,194259,커런트 워,베네딕트 컴버배치|마이클 섀넌|니콜라스 홀트|톰 홀랜드|캐서린 워터스턴,알폰소 고메즈-레존,드라마,미국,,
20173226,815827920,90898,패왕별희 디 오리지널,장국영|공리|장풍의,첸 카이거,드라마|멜로/로맨스,중국,,
20173901,75368780,8742,존 윅: 특별판,키아누 리브스,데이빗 레이치|채드 스타헬스키,액션|드라마,미국,,
20174169,1989917465,245905,기묘한 가족,정재영|김남길|엄지원|이수경|정가람,이민재,코미디|가족,한국,,씨네주 유한회사|오스카10스튜디오
20175405,541678310,61369,뉴 뮤턴트,메이지 윌리암스|안야 테일러 조이|찰리 히튼|헨리 자가|블루 헌트,조쉬 분,액션|공포(호러)|SF,미국,,
20175407,1475074548,171623,우상,한석규|설경구|천우희|강진경|이윤희,이수진,스릴러,한국,,리 공동체 영화사|(주)바른손
20175547,11924521602,1450366,스윙키즈,도경수|박혜수|자레드 그라임스|오정세|김민호,강형철,드라마,한국,,(주)안나푸르나필름
20175771,41211894760,4705489,라이온 킹,도날드 글로버|비욘세 놀즈|제임스 얼 존스|치웨텔 에지오포|세스 로건,존 파브로,어드벤처|드라마|가족,미국,,
20176103,28858356362,3387540,돈,류준열|유지태|조우진|손종학|신재민,박누리,범죄,한국,,(주)사나이픽처스|(주)영화사 월광
20176251,16383495417,1912796,내안의 그놈,박성웅|진영|라미란|이수민|이준혁,강효진,판타지|코미디,한국,,(주)에코필름|(주)전망좋은 영화사
20176442,1253020790,165532,자전차왕 엄복동,정지훈|강소라|이범수|강문봉|이장원,김유성,드라마,한국,,(주)셀트리온엔터테인먼트
20176767,1363591300,179104,"나는 내일, 어제의 너와 만난다",후쿠시 소타|고마츠 나나|히가시데 마사히로,미키 타카히로,멜로/로맨스|판타지|SF,일본,,
20177282,128107520,16489,리노,,라파엘 리바스,애니메이션|어드벤처|가족,브라질,,
20177478,100063910649,11230721,어벤져스: 인피니티 워,로버트 다우니 주니어|조슈 브롤린|마크 러팔로|톰 히들스턴|크리스 에반스,조 루소|안소니 루소,액션|어드벤처|판타지|SF,미국,,
20177539,19978963414,2394285,사바하,이정재|박정민|이재인|유지태|정진영,장재현,미스터리|스릴러,한국,,(주)외유내강|(주)필름케이
20178401,1603191170,187494,검객,장혁|김현수|조 타슬림|정만식|이나경,최재훈,액션,한국,,오퍼스픽쳐스(유)
20178522,1895253628,224881,콜 미 바이 유어 네임,티모시 샬라메|아미 해머|마이클 스털버그|아미라 캐사|에스더 가렐,루카 구아다니노,드라마|멜로/로맨스,이탈리아|프랑스|브라질|미국,,
20179462,13402107600,1708141,위대한 쇼맨,휴 잭맨|잭 에프런|미쉘 윌리엄스|레베카 퍼거슨|젠데이아 콜먼,마이클 그레이시,드라마|뮤지컬,미국,,
20180290,43997844104,5023929,아쿠아맨,제이슨 모모아|앰버 허드|니콜 키드먼|패트릭 윌슨|윌렘 데포,제임스 완,액션,미국|호주,,
20180442,12931566145,1611163,사자,박서준|안성기|우도환|김근영|손우진,김주환,미스터리|액션|판타지|공포(호러),한국,,(주)키이스트
20180523,4411249540,521017,스타 이즈 본,브래들리 쿠퍼|레이디 가가|샘 엘리엇|그렉 그룬버그,브래들리 쿠퍼,드라마|멜로/로맨스,미국,,
20180825,2427027690,285124,미성년,염정아|김소진|김혜준|박세진|김윤석,김윤석,드라마,한국,,(주)영화사레드피터|(주)스튜디오 산타클로스엔터테인먼트
20180868,15065727778,1807687,뺑반,공효진|류준열|조정석|유연수|염정아,한준희,범죄|액션,한국,,오리진필름(주)|(주)쇼박스
20180937,1179520730,140675,더 페이버릿: 여왕의 여자,올리비아 콜맨|엠마 스톤|레이첼 와이즈|니콜라스 홀트|마크 게티스,요르고스 란티모스,드라마,미국,,
20180939,41209709750,4748387,남산의 부장들,이병헌|이성민|곽도원|이희준|김소진,우민호,드라마,한국,,(주)하이브미디어코프
20180962,5440594750,626747,지푸라기라도 잡고 싶은 짐승들,전도연|정우성|배성우|윤여정|정만식,김용훈,스릴러|범죄,한국,,(주)비에이엔터테인먼트
20181103,899879415,109839,벌새,박지후|김새벽|정인기|이승연|박수연,김보라,드라마,한국,,에피파니(주)
20181162,123757960,14680,돌멩이,김대명|송윤아|김의성|전채은|이중옥,김정식,드라마,한국,,(주)영화사테이크
20181164,91728100,11880,카센타,박용우|조은지|현봉식|김한종|한수연,하윤재|하윤재,범죄|코미디,한국,,팔팔애비뉴(주)
20181416,10149534650,1235490,유열의 음악앨범,김고은|정해인|최강희|박해준|김국희,정지우,멜로/로맨스|드라마,한국,,(주)무비락|정지우 필름|(주)필름봉옥
20181434,18480216050,2159081,신의 한 수: 귀수편,권상우|김희원|김성균|허성태|우도환,리건,범죄|액션,한국,,(주)메이스엔터테인먼트|(주)아지트필름
20181685,545396140,64499,호텔 레이크,이세영|박효주|이세영|박지영|김보윤,윤은경,공포(호러),한국,,(주)이에스픽쳐스|㈜인디스토리
20181877,51459630433,5797321,캡틴 마블,브리 라슨|사무엘 L. 잭슨|벤 멘델슨|주드 로,애너 보든|라이언 플렉,액션|어드벤처|SF,미국,,
20181983,3639441360,423701,이웃사촌,정우|오달수|김희원|김병철|조현철,이환경,드라마|코미디,한국,,(주)시네마허브|환타지엔터테인먼트
20182044,524442380,72357,구스 베이비,전현무|유아|박성광|짐 개피건|젠데이아 콜먼,크리스토퍼 젠킨스,애니메이션|어드벤처|코미디,미국,,
20182241,1484246280,189723,"안녕, 티라노: 영원히, 함께",시영준|정혜원|이세은|이현|김지혜,시즈노 코분,애니메이션,한국,,(주)미디어캐슬
20182387,7606061280,857562,엑스맨: 다크 피닉스,제임스 맥어보이|마이클 패스벤더|제니퍼 로렌스|니콜라스 홀트|소피 터너,사이먼 킨버그,액션|어드벤처|SF,미국,,
20182421,4014208550,528415,그린치,베네딕트 컴버배치,스콧 모시어,애니메이션|코미디,미국,,
20182447,10933469060,1266654,클로젯,하정우|김남길|허율|김시아|신현빈,김광빈,미스터리|드라마,한국,,(주)영화사 월광|(주)퍼펙트스톰필름
20182490,7869427823,958513,나랏말싸미,송강호|박해일|전미선|강수호|유용재,조철현,사극,한국,,(주)영화사두둥
20182501,449380262,53500,왓칭,강예원|이학주|주석태|임지현|김노진,김성기,공포(호러)|스릴러,한국,,(주)스토리공감 
20182530,139565890466,16252575,극한직업,류승룡|이하늬|진선규|이동휘|공명,이병헌,코미디,한국,,(주)어바웃잇|영화사 해그림 주식회사|(주)씨제이이엔엠
20182544,4246555602,462816,글래스,제임스 맥어보이|브루스 윌리스|사무엘 L. 잭슨|안야 테일러 조이|사라 폴슨,M. 나이트 샤말란,드라마|미스터리|SF|스릴러,미국,,
20182585,1538778300,194522,비스트,이성민|유재명|전혜진|최다니엘|김호정,이정호,범죄|스릴러,한국,,(주)스튜디오앤뉴
20182588,864747757,106521,미래의 미라이,쿠로키 하루|카미시라이시 모카|야쿠쇼 코지|후쿠야마 마사하루,호소다 마모루,애니메이션,일본,,
20183002,10263132180,1222140,해치지않아,안재홍|강소라|박영규|김성오|전여빈,손재곤,코미디,한국,,(주)디씨지플러스|(주)어바웃잇
20183085,9439000,861,질투의 역사,남규리|오지호|장소연|김승현|강경숙,정인봉,멜로/로맨스|드라마,한국,,(주)유앤정필름 
20183096,9870604240,1195283,생일,설경구|전도연|신안진|김보민|윤찬영,이종언,드라마,한국,,나우필름(주)|(주)영화사레드피터|파인하우스필름(주)
20183238,5666273776,681314,스파이더맨: 뉴 유니버스,샤메익 무어|헤일리 스테인펠드|니콜라스 케이지|제이크 존슨|리브 슈라이버,로드니 로스맨|밥 퍼시케티|피터 램지,애니메이션|액션|가족,미국,,
20183385,4371000,514,카오산 탱고,홍완표|현리|오창경|이재원|유우키 타카시,김범삼,드라마|멜로/로맨스,한국,,
20183407,84479580,9742,버티고,천우희|유태오|정재광|홍지석|박예영,전계수,드라마|멜로/로맨스,한국,,영화사 도로시(주)
20183454,1784947871,202758,요로나의 저주,린다 카델리니|패트리시아 벨라즈퀘즈|레이몬드 크루즈|숀 패트릭 토마스,마이클 차베즈,공포(호러),미국,,
20183479,2646546100,341069,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,박영남|강희선|김환진|여민정|정유미,타카하시 와타루,애니메이션,일본,,
20183583,195090920,23599,폰조,톰 하디|린다 카델리니|잭 로던|맷 딜런,조쉬 트랭크,범죄|드라마,미국,,
20183773,3468496410,424479,장난스런 키스,왕대륙|임윤,프랭키 첸,멜로/로맨스,대만,,
20183782,87354331615,10300613,기생충,송강호|이선균|조여정|최우식|박소담,봉준호,드라마,한국,,(주)바른손이앤에이
20183785,4262643350,545789,점박이 한반도의 공룡2 : 새로운 낙원,박희순|라미란|김성균|박중금|장유화,한상호,애니메이션,한국,,(주)드림써치C&C
20183813,7859629340,894025,결백,신혜선|배종옥|허준호|태항호|홍경,박상현,드라마,한국,,(주)이디오플랜
20183844,8406345615,1100521,마이펫의 이중생활 2,패튼 오스왈트|케빈 하트|에릭 스톤스트릿|제니 슬레이트|티파니 해디쉬,크리스 리노드,애니메이션|어드벤처|코미디,미국,,
20183867,108160426039,12723757,알라딘,메나 마수드|윌 스미스|나오미 스콧,가이 리치,어드벤처|가족|판타지,미국,,
20183915,3111646880,406019,극장판 공룡메카드: 타이니소어의 섬,김서영|엄상현|안현서|김장|홍범기,유재운|최신규,애니메이션,한국,,(주)초이락컨텐츠팩토리
20184047,28587472110,3377381,토이 스토리 4,톰 행크스|팀 알렌|애니 팟츠|토니 헤일|키아누 리브스,조시 쿨리,애니메이션|어드벤처|코미디,미국,,
20184082,13767535614,1621842,걸캅스,라미란|이성경|윤상현|강문봉|강성하,정다원,코미디|액션,한국,,(주)필름모멘텀
20184105,23905393320,2853913,말모이,유해진|윤계상|차준서|정원|송지호,엄유나,드라마,한국,,더램프(주)
20184133,6434000,714,어제 일은 모두 괜찮아,김재철|윤찬영|손상연|김민주|김진영,이성한,드라마,한국,,(주)부영엔터테인먼트
20184187,1701043200,191526,언니,이시영|박세완|이준혁|최진호|강민범,임경택,액션,한국,,필름에이픽쳐스|(유)조이앤시네마
20184243,190616980,25300,판소리 복서,엄태구|이혜리|김희원|최준영|이설,정혁기,코미디|드라마,한국,,(주)바른손
20184274,29634000,3454,사랑은 비가 갠 뒤처럼,고마츠 나나|오오이즈미 요|세이노 나나,나가이 아키라,드라마,일본,,
20184341,171709120,20622,얼굴없는 보스,천정명|진이한|이하율|곽희성|김도훈,송경용|송창용,액션|드라마,한국,,(주)좋은 하늘
20184462,40500905358,4774549,봉오동 전투,유해진|류준열|조우진|키타무라 카즈키|이케우치 히로유키,원신연,사극|액션|드라마,한국,,(주)빅스톤픽쳐스|(주)더블유픽처스|(주)쇼박스
20184482,4477261320,534270,국제수사,곽도원|김대명|김희원|김상호|이유진,김봉한,코미디|액션,한국,,(주)영화사장춘
20184483,10263608670,1232676,퍼펙트맨,설경구|조진웅|허준호|진선규|김사랑,용수,코미디|드라마,한국,,(주)맨필름|(주)쇼박스
20184543,15277782385,1786345,변신,배성우|성동일|장영남|김혜준|조이현,김홍선,공포(호러)|스릴러,한국,,(주)다나크리에이티브
20184571,16442011940,1987842,천문: 하늘에 묻는다,최민식|한석규|신구|김홍파|허준호,허진호,사극,한국,,(주)하이브미디어코프
20184572,19645339254,2224338,타짜: 원 아이드 잭,박정민|류승범|최유화|우현|윤제문,권오광,범죄|드라마,한국,,(주)싸이더스|(주)엠씨엠씨|(주)비에이엔터테인먼트
20184574,3689881360,441993,그린 북,비고 모텐슨|마허샬라 알리,피터 패럴리,드라마,미국,,
20184621,79107313402,9407840,엑시트,조정석|임윤아|설도희|최재영|고두심,이상근,코미디|액션,한국,,(주)외유내강|(주)필름케이
20184842,228414040,28934,아이 캔 온리 이매진,J. 마이클 핀리|데니스 퀘이드|매들린 캐롤|트레이스 에드킨스|클로리스 리치먼,앤드류 어윈|존 어윈,드라마|가족,미국,,
20184865,3042589068,353890,고질라: 킹 오브 몬스터,밀리 바비 브라운|베라 파미가|카일 챈들러|샐리 호킨스|와타나베 켄,마이클 도허티,액션|어드벤처|SF,미국,,
20184888,1708907660,210214,메리 포핀스 리턴즈,에밀리 블런트|린-마누엘 미란다|벤 위쇼|에밀리 모티머|줄리 월터스,롭 마샬,판타지|뮤지컬,미국,,
20184889,122490648020,13977409,어벤져스: 엔드게임,로버트 다우니 주니어|크리스 에반스|마크 러팔로|크리스 헴스워스|스칼렛 요한슨,조 루소|안소니 루소,액션|SF,미국,,
20184891,893288390,113788,수퍼 소닉,제임스 마스던|짐 캐리|벤 슈왈츠|티카 섬터,제프 파울러,애니메이션|액션|어드벤처,미국,,파라마운트 픽쳐스
20184896,811563896,96692,가버나움,자인 알 라피아|요르다노스 시프로우|보루와티프 트레저 반콜|나딘 라바키,나딘 라바키,드라마,기타,,
20184943,60483800,6957,빌리어네어 보이즈클럽,안셀 엘고트|태런 에저튼|엠마 로버츠|제레미 어바인,제임스 콕스,드라마|범죄,미국,,
20185047,85840500,10805,쿠르스크,마티아스 쇼에나에츠|레아 세이두|콜린 퍼스,토마스 빈터베르그,드라마,벨기에,,
20185124,3209682900,342366,러브 유어셀프 인 서울,김남준|김석진|민윤기|정호석|박지민,,공연,한국,,빅히트 엔터테인먼트|씨제이 씨지브이(CJ CGV)(주)
20185161,5045407420,635208,나를 찾아줘,이영애|유재명|이원근|박해준|백주희,김승우,스릴러,한국,,(주)26컴퍼니|(주)케이웍스스튜디오
20185241,39648850,4568,칠드런 액트,엠마 톰슨|스탠리 투치|핀 화이트헤드|벤 채플린,리차드 이어,드라마,영국,,
20185249,756823080,81253,더러운 돈에 손대지 마라,정우|김대명|박병은|조현철|정해균,김민수,범죄|드라마,한국,,리양필름(주)
20185350,269776400,31472,칠곡 가시나들,박금분|곽두조|강금연|안윤선|박월선,김재환,다큐멘터리,한국,,주식회사 단유필름
20185352,12456131524,1459681,어스,루피타 뇽오|윈스턴 듀크|엘리자베스 모스|팀 헤이데커|야히아 압둘 마틴 2세,조던 필,공포(호러)|스릴러,미국,,
20185353,2294932830,282353,기방도령,이준호|정소민|최귀화|예지원|공명,남대중,코미디|사극,한국,,주식회사 브레인샤워|(주)제이와이피픽쳐스
20185361,1386110760,166519,두번할까요,권상우|이정현|이종혁|성동일|정상훈,박용집,코미디|멜로/로맨스,한국,,(주)영화사울림|(주)케이웍스스튜디오
20185384,540335100,65975,호텔 뭄바이,데브 파텔|아미 해머|나자닌 보니아디|제이슨 아이삭스|아누팜 커,앤소니 마라스,스릴러,호주,,
20185406,2760651161,321118,헬보이,데이빗 하버|밀라 요보비치|이안 맥쉐인|대니얼 대 킴,닐 마샬,액션|어드벤처|판타지,미국,,
20185444,605860270,77910,레고 무비2,크리스 프랫|엘리자베스 뱅크스|알리슨 브리|채닝 테이텀|스테파니 비트리즈,마이크 미첼,애니메이션|액션|어드벤처,미국|덴마크|캐나다|노르웨이|호주,,
20185478,4360476320,558144,극장판 헬로카봇: 옴파로스 섬의 비밀,이지현|김용준|양정화|사문영|홍범기,김진철|최신규,애니메이션,한국,,(주)초이락컨텐츠팩토리
20185485,86262497485,9945756,보헤미안 랩소디,라미 말렉|조셉 마젤로|마이크 마이어스|루시 보인턴,브라이언 싱어,드라마,미국,,
20185576,737660667,90305,콜드 체이싱,리암 니슨|톰 베이트먼|윌리엄 포사이스|에미 로섬|로라 던,한스 페터 몰란트,액션,영국,,
20185784,12043776074,1472139,나의 특별한 형제,신하균|이광수|이솜|박철민|권해효,육상효,드라마|코미디,한국,,(주)명필름|(주)조이래빗
20185881,20426848871,2527267,증인,정우성|김향기|정우성|이규형|염혜란,이한,드라마,한국,,(주)무비락|(주)도서관옆스튜디오
20185985,5151911448,627315,광대들: 풍문조작단,조진웅|손현주|박희순|고창석|최원영,김주호,사극,한국,,(주)영화사심플렉스
20185986,1398757500,164371,진범,송새벽|유선|장혁진|오민석|윤송아,고정욱,스릴러,한국,,(주)빅오션이엔엠|(주)트러스트스튜디오
20186261,12277016306,1498759,드래곤 길들이기 3,제이 바루첼|아메리카 페레라|케이트 블란쳇|킷 해링턴|크레이그 퍼거슨,딘 데블로이스,애니메이션,미국,,
20186281,13068805107,1558872,범블비,헤일리 스테인펠드|파멜라 애들론|존 시나|피터 쿨렌|케네스 최,트래비스 나이트,액션|어드벤처|SF,미국,,
20186324,1481538830,192921,언더독,도경수|박소담|박철민|탁원정|한신정,이춘백|오성윤,애니메이션,한국,,(주)오돌또기 
20186651,11849700,1167,뷰티풀 보이스,박호산|이이경|문지인|김정팔|배유람,김선웅,코미디,한국,,(주)그래그거
20187322,9777771276,1158868,"힘을 내요, 미스터 리",차승원|엄채영|박해준|정원중|김혜옥,이계벽,코미디|드라마,한국,,(주)용필름|(주)덱스터스튜디오
20187427,3138433861,411495,명탐정 코난 : 제로의 집행인,타카야마 미나미|야마자키 와카나|코야마 리키야|푸루야 토루,타치카와 유즈루,애니메이션,일본,,
20187959,656986530,86468,원더랜드,소연|장민혁|안장혁|안소이|변영희,딜런 브라운,애니메이션|코미디|어드벤처|가족,미국,,파라마운트 픽쳐스
20187981,2239289490,279660,배심원들,문소리|박형식|백수장|김미경|윤경호,홍승완,드라마,한국,,반짝반짝영화사(주)
20188124,46433820,7646,레옹 디 오리지널,장 르노|나탈리 포트만|게리 올드만,뤽 베송,액션|범죄|드라마,프랑스,,
20188144,1058297060,133522,0.0MHz,정은지|이성열|최윤영|신주환|정원창,유선동,공포(호러),한국,,(주)제이엠컬쳐스
20188282,18254077957,1914981,알리타: 배틀 엔젤,크리스토프 왈츠|에드 스크레인,로버트 로드리게즈,액션|어드벤처|멜로/로맨스|SF|스릴러,미국,,
20188362,442776130,53931,더 프린세스 : 도둑맞은 공주,사문영|남도형|서반석|홍진욱|이창민,올레말라므,애니메이션|판타지,우크라이나,,
20188364,23453580,2894,맛있는 녀석들,,순 하이펑,애니메이션,중국,,
20188393,62990060,7666,"다시, 봄",이청아|홍종현|박지빈|김주령|박경혜,정용주,드라마|판타지,한국,,(주)26컴퍼니|(주)케이웍스스튜디오
20188404,878446855,99130,암전,서예지|진선규|서석규|서정우|진선규,김진원,미스터리|공포(호러),한국,,주식회사 토닉프로젝트|(주)아이뉴컴퍼니
20188421,5016350760,596669,미스터 주: 사라진 VIP,이성민|김서형|배정남|신하균|안윤상,김태윤,코미디|드라마,한국,,리양필름(주)
20188462,3587790830,468214,감쪽같은 그녀,나문희|김수안|고규필|임한빈|강보경,허인무,드라마,한국,,(주)지오필름
20188750,39535153784,4570402,나쁜 녀석들: 더 무비,마동석|김상중|김아중|장기용|박형수,손용호,범죄|액션,한국,,(주)씨제이이엔엠|(주)영화사비단길
20188941,29042344210,3352511,악인전,마동석|김무열|김성규|강문봉|문동혁,이원태,범죄|액션,한국,,(주)비에이엔터테인먼트
20189077,21107760,2606,비뚤어진 집,글렌 클로즈|테렌스 스탬프|맥스 아이언스|질리언 앤더슨|크리스티나 헨드릭스,질스 파겟-브레너,범죄|드라마|미스터리,영국,,
20189385,226052140,30571,몬스터 파크,토드 레스닉,안드레스 코투리어,애니메이션|어드벤처|코미디|가족|판타지,영국|멕시코,,
20189463,13861161053,1751133,주먹왕 랄프 2: 인터넷 속으로,존 C. 라일리|사라 실버맨|맨디 무어|크리스틴 벨,리치 무어,애니메이션|어드벤처|코미디|가족,미국,,
20189973,18782940,2309,카일라스 가는 길,,정형민,다큐멘터리,한국,,빅트리
20189987,110152360,12837,킬러의 보디가드 무삭제 특별판,라이언 레이놀즈|사무엘 L. 잭슨,패트릭 휴즈,액션|코미디,미국,,
20190002,1609794627,182861,롱 샷,샤를리즈 테론|세스 로건,조나단 레빈,코미디,미국,,
20190014,19429700,2714,오피셜 시크릿,키이라 나이틀리|매튜 구드|랄프 파인즈|맷 스미스,개빈 후드,스릴러|드라마,영국,,
20190142,199391480,24223,굿 라이어,헬렌 미렌|짐 카터|이안 맥켈런|러셀 토베이,빌 콘돈,스릴러,미국,,
20190163,68024680,10707,아스테릭스: 마법 물약의 비밀,박성영|서반석,루이 클리시|알렉상드르 아스티에,애니메이션|어드벤처,프랑스,,
20190261,45362310,6247,언더 더 씨2,오은수|방지원|송영인|조연우|신정훈,에반 트라멜,애니메이션,미국,,
20190270,36896310,4492,나의 히어로 아카데미아 더 무비: 두 명의 히어로,야마시타 다이키|오카모토 노부히코|미야케 켄타|시다 미라이,나가사키 켄지,애니메이션,일본,,
20190273,2121507530,283935,천로역정: 천국을 찾아서,,로버트 페르난데스,애니메이션|어드벤처,미국,,
20190280,5761259510,700682,날씨의 아이,다이고 코타로|모리 나나|오구리 슌|심규혁|최한,신카이 마코토,애니메이션|판타지|멜로/로맨스,일본,,
20190300,3750120960,405572,보고타: 마지막 기회의 땅,송중기|이희준|권해효|박지환|조현철,김성제,범죄|드라마,한국,,(주)영화사수박|(주)이디오플랜
20190324,4688224385,496721,3일의 휴가,김해숙|신민아|강기영|황보라|박명훈,육상효,판타지|드라마,한국,,글뫼 주식회사
20190353,1857828340,197965,사흘,박신양|이민기|이레|김세정|최미라,현문섭,공포(호러)|미스터리,한국,,(주)아이필름코퍼레이션
20190461,75240400,9847,프랑스여자,김호정|김지영|김영민|류아벨|김예은,김희정,드라마,한국,,(주)인벤트스톤
20190466,258696910,32544,세상을 바꾼 변호인,펠리시티 존스|아미 해머|저스틴 세럭스|캐시 베이츠|샘 워터스톤,미미 레더,드라마,미국,,
20190545,592591500,71295,카운트다운,,,공포(호러)|스릴러,미국,,
20190582,2117747510,231047,내가 죽던 날,김혜수|이정은|노정의|김선영|이상엽,박지완,드라마,한국,,오스카10스튜디오|스토리퐁
20190601,901717350,108122,디바,신민아|이유영|이규형|주석태|오하늬,조슬예,스릴러|미스터리,한국,,올픽처스 주식회사|팔팔애비뉴(주)
20190621,774176540,94276,죽지않는 인간들의 밤,이정현|김성오|서영희|양동근|이미도,신정원,코미디|스릴러,한국,,(주)브라더픽쳐스|TCO(주)더콘텐츠온
20190703,179647130,21758,우리집,김나연|김시아|주예림|안지호|임지형,윤가은,드라마|가족,한국,,(주)아토
20190725,67833280,11812,물의 기억,김명곤|김용주|한하랑|정종호|김가은,진재운,다큐멘터리|드라마,한국,,(주)KNN
20190735,22767500,2435,마티아스와 막심,자비에 돌란|가브리엘 달메이다 프레이타스,자비에 돌란,드라마,캐나다,,
20190741,556035730,66240,김복동,한지민,송원근,다큐멘터리,한국,,한국탐사저널리즘센터
