boxofficeType,showRange,showRange_start,showRange_end,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm_box,openDt_box,targerDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,days_after_open,상영지속일수,movieNm_detail,movieNmEn,movieNmOg,showTm,prdtYear,openDt_detail,prdtStatNm,typeNm,repNationNm,repGenreNm,watchGradeNm,genres,nations,directors,actors,productionCompanies,distributors
일별 박스오피스,20240126~20240126,2024-01-26,2024-01-26,10,10,2,OLD,20230956,세기말의 사랑,2024-01-24,2024-01-26,15589978,1.0,4032961,34.9,52512395,1897,464,32.4,6224,111,140,2,3,세기말의 사랑,Ms. Apocalypse,,116,2023,20240124,개봉,장편,,,,드라마,한국,임선애,이유영|임선우|노재원|문동혁|변중희,(주)기린제작사|주식회사 위드에이스튜디오,(주)엔케이컨텐츠|(주)디스테이션
일별 박스오피스,20240124~20240124,2024-01-24,2024-01-24,1,1,0,NEW,20206946,시민덕희,2024-01-24,2024-01-24,558578398,39.1,558578398,100.0,861258192,61242,61242,100.0,91384,1136,4709,0,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240125~20240125,2024-01-25,2024-01-25,1,1,0,OLD,20206946,시민덕희,2024-01-24,2024-01-25,460467922,38.9,-98110476,-17.6,1321726114,50242,-11000,-18.0,141626,1147,4579,1,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240126~20240126,2024-01-26,2024-01-26,1,1,0,OLD,20206946,시민덕희,2024-01-24,2024-01-26,633057014,41.9,172589092,37.5,1954783128,66955,16713,33.3,208581,1167,4888,2,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240127~20240127,2024-01-27,2024-01-27,1,1,0,OLD,20206946,시민덕희,2024-01-24,2024-01-27,1472438514,44.2,839381500,132.6,3427221642,153661,86706,129.5,362242,1272,5343,3,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240128~20240128,2024-01-28,2024-01-28,1,1,0,OLD,20206946,시민덕희,2024-01-24,2024-01-28,1358771102,43.9,-113667412,-7.7,4785992744,142748,-10913,-7.1,504990,1270,5197,4,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240129~20240129,2024-01-29,2024-01-29,1,1,0,OLD,20206946,시민덕희,2024-01-24,2024-01-29,425729522,42.3,-933041580,-68.7,5211722266,46761,-95987,-67.2,551751,1138,4571,5,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240130~20240130,2024-01-30,2024-01-30,1,1,0,OLD,20206946,시민덕희,2024-01-24,2024-01-30,413187165,38.3,-12542357,-2.9,5624909431,46050,-711,-1.5,597801,1177,4636,6,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240131~20240131,2024-01-31,2024-01-31,2,2,-1,OLD,20206946,시민덕희,2024-01-24,2024-01-31,492163865,19.5,78976700,19.1,6117073296,64682,18632,40.5,662483,966,3407,7,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240201~20240201,2024-02-01,2024-02-01,2,2,0,OLD,20206946,시민덕희,2024-01-24,2024-02-01,351017789,21.1,-141146076,-28.7,6468091085,38132,-26550,-41.0,700615,965,3279,8,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240202~20240202,2024-02-02,2024-02-02,2,2,0,OLD,20206946,시민덕희,2024-01-24,2024-02-02,386938622,20.8,35920833,10.2,6855029707,40652,2520,6.6,741267,993,3448,9,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240203~20240203,2024-02-03,2024-02-03,2,2,0,OLD,20206946,시민덕희,2024-01-24,2024-02-03,932150103,22.2,545211481,140.9,7787179810,97162,56510,139.0,838429,1083,4016,10,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240204~20240204,2024-02-04,2024-02-04,2,2,0,OLD,20206946,시민덕희,2024-01-24,2024-02-04,883417233,22.4,-48732870,-5.2,8670597043,92539,-4623,-4.8,930968,1071,3897,11,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240205~20240205,2024-02-05,2024-02-05,2,2,0,OLD,20206946,시민덕희,2024-01-24,2024-02-05,293037235,22.5,-590379998,-66.8,8963634278,31503,-61036,-66.0,962471,963,3377,12,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240206~20240206,2024-02-06,2024-02-06,2,2,0,OLD,20206946,시민덕희,2024-01-24,2024-02-06,230740520,17.6,-62296715,-21.3,9194374798,25307,-6196,-19.7,987778,974,3286,13,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240207~20240207,2024-02-07,2024-02-07,6,6,-4,OLD,20206946,시민덕희,2024-01-24,2024-02-07,140825508,8.0,-89915012,-39.0,9335200306,15046,-10261,-40.5,1002824,696,1642,14,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240208~20240208,2024-02-08,2024-02-08,2,2,4,OLD,20206946,시민덕희,2024-01-24,2024-02-08,249830587,11.2,109005079,77.4,9585030893,26979,11933,79.3,1029803,796,1862,15,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240209~20240209,2024-02-09,2024-02-09,2,2,0,OLD,20206946,시민덕희,2024-01-24,2024-02-09,726492476,17.2,476661889,190.8,10311523369,74694,47715,176.9,1104497,925,2309,16,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240210~20240210,2024-02-10,2024-02-10,2,2,0,OLD,20206946,시민덕희,2024-01-24,2024-02-10,1348036009,25.6,621543533,85.6,11659559378,136776,62082,83.1,1241273,1154,2814,17,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240211~20240211,2024-02-11,2024-02-11,2,2,0,OLD,20206946,시민덕희,2024-01-24,2024-02-11,1383204530,22.1,35168521,2.6,13042763908,142172,5396,3.9,1383445,1281,3231,18,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240212~20240212,2024-02-12,2024-02-12,2,2,0,OLD,20206946,시민덕희,2024-01-24,2024-02-12,1010743249,17.1,-372461281,-26.9,14053507157,104969,-37203,-26.2,1488414,1250,3122,19,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240213~20240213,2024-02-13,2024-02-13,3,3,-1,OLD,20206946,시민덕희,2024-01-24,2024-02-13,214986095,11.4,-795757154,-78.7,14268493252,23076,-81893,-78.0,1511490,862,2340,20,21,시민덕희,Citizen of a Kind,,113,2021,20240124,개봉,장편,,,,드라마,한국,박영주,라미란|공명|염혜란|박병은|장윤주,(주)씨제스스튜디오|페이지원필름(주),(주)쇼박스
일별 박스오피스,20240206~20240206,2024-02-06,2024-02-06,8,8,4,OLD,20236776,비욘드 유토피아,2024-01-31,2024-02-06,17403439,1.3,9086861,109.3,99539504,2032,1168,135.2,10346,151,249,6,7,비욘드 유토피아,Beyond Utopia,,115,2023,20240131,개봉,장편,,,,다큐멘터리,미국,매들린 개빈,,,(주)홈초이스|(주)드림팩트엔터테인먼트|(주)스마일이엔티
일별 박스오피스,20240131~20240131,2024-01-31,2024-01-31,1,1,0,NEW,20236180,웡카,2024-01-31,2024-01-31,1488768945,59.1,1488768945,100.0,1509371945,179783,179783,100.0,181301,1717,7405,0,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240201~20240201,2024-02-01,2024-02-01,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-01,773946208,46.6,-714822737,-48.0,2283318153,78687,-101096,-56.2,259988,1646,6886,1,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240202~20240202,2024-02-02,2024-02-02,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-02,929687523,50.0,155741315,20.1,3213005676,92026,13339,17.0,352014,1681,7198,2,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240203~20240203,2024-02-03,2024-02-03,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-03,2288686938,54.6,1358999415,146.2,5501692614,226091,134065,145.7,578105,1751,8082,3,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240204~20240204,2024-02-04,2024-02-04,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-04,2089444996,53.1,-199241942,-8.7,7591137610,208615,-17476,-7.7,786720,1753,7775,4,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240205~20240205,2024-02-05,2024-02-05,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-05,634615281,48.7,-1454829715,-69.6,8225752891,64984,-143631,-68.8,851704,1575,6504,5,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240206~20240206,2024-02-06,2024-02-06,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-06,606823563,46.4,-27791718,-4.4,8832576454,62799,-2185,-3.4,914503,1592,6375,6,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240207~20240207,2024-02-07,2024-02-07,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-07,522291354,29.8,-84532209,-13.9,9354867808,55709,-7090,-11.3,970212,961,3245,7,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240208~20240208,2024-02-08,2024-02-08,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-08,869834663,38.9,347543309,66.5,10224702471,92735,37026,66.5,1062947,1118,3750,8,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240209~20240209,2024-02-09,2024-02-09,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-09,1498366997,35.4,628532334,72.3,11723069468,152517,59782,64.5,1215464,1359,4825,9,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240210~20240210,2024-02-10,2024-02-10,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-10,1502114078,28.5,3747081,0.3,13225183546,149632,-2885,-1.9,1365096,1412,5054,10,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240211~20240211,2024-02-11,2024-02-11,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-11,2174604715,34.8,672490637,44.8,15399788261,220022,70390,47.0,1585118,1440,5183,11,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240212~20240212,2024-02-12,2024-02-12,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-12,2233514793,37.8,58910078,2.7,17633303054,228306,8284,3.8,1813424,1378,4913,12,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240213~20240213,2024-02-13,2024-02-13,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-13,707488361,37.4,-1526026432,-68.3,18340791415,73325,-154981,-67.9,1886749,1196,4342,13,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240214~20240214,2024-02-14,2024-02-14,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-14,735398339,27.5,27909978,3.9,19076189754,78003,4678,6.4,1964752,1006,3798,14,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240215~20240215,2024-02-15,2024-02-15,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-15,597120773,29.7,-138277566,-18.8,19673310527,63586,-14417,-18.5,2028338,1030,3673,15,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240216~20240216,2024-02-16,2024-02-16,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-16,790342025,33.7,193221252,32.4,20463652552,81594,18008,28.3,2109932,1105,4016,16,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240217~20240217,2024-02-17,2024-02-17,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-17,1808311225,38.8,1017969200,128.8,22271963777,185916,104322,127.9,2295848,1216,4662,17,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240218~20240218,2024-02-18,2024-02-18,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-18,1699448856,40.4,-108862369,-6.0,23971412633,175171,-10745,-5.8,2471019,1222,4554,18,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240219~20240219,2024-02-19,2024-02-19,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-19,559302161,35.1,-1140146695,-67.1,24530714794,59263,-115908,-66.2,2530282,1082,4045,19,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240220~20240220,2024-02-20,2024-02-20,1,1,0,OLD,20236180,웡카,2024-01-31,2024-02-20,542454770,34.9,-16847391,-3.0,25073169564,57938,-1325,-2.2,2588220,1116,4095,20,21,웡카,Wonka,,116,2023,20240131,개봉,장편,,,,판타지|드라마,미국,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨|톰 데이비스|휴 그랜트,,워너브러더스 코리아(주)
일별 박스오피스,20240131~20240131,2024-01-31,2024-01-31,10,10,0,NEW,20246964,정글번치: 월드투어,2024-01-31,2024-01-31,14638900,0.6,14638900,100.0,16438900,2085,2085,100.0,2285,157,258,0,13,정글번치: 월드투어,The Jungle Bunch 2: World Tour,Les As de la Jungle 2 - Operation Tour du Monde,88,2023,20240131,개봉,장편,,,,애니메이션,프랑스,,,,(주)무비다이브
일별 박스오피스,20240201~20240201,2024-02-01,2024-02-01,10,10,0,OLD,20246964,정글번치: 월드투어,2024-01-31,2024-02-01,13174800,0.8,-1464100,-10.0,29613700,1738,-347,-16.6,4023,151,240,1,13,정글번치: 월드투어,The Jungle Bunch 2: World Tour,Les As de la Jungle 2 - Operation Tour du Monde,88,2023,20240131,개봉,장편,,,,애니메이션,프랑스,,,,(주)무비다이브
일별 박스오피스,20240202~20240202,2024-02-02,2024-02-02,9,9,1,OLD,20246964,정글번치: 월드투어,2024-01-31,2024-02-02,18712200,1.0,5537400,42.0,48325900,2421,683,39.3,6444,166,265,2,13,정글번치: 월드투어,The Jungle Bunch 2: World Tour,Les As de la Jungle 2 - Operation Tour du Monde,88,2023,20240131,개봉,장편,,,,애니메이션,프랑스,,,,(주)무비다이브
일별 박스오피스,20240203~20240203,2024-02-03,2024-02-03,7,7,2,OLD,20246964,정글번치: 월드투어,2024-01-31,2024-02-03,57969300,1.4,39257100,209.8,106295200,7227,4806,198.5,13671,189,336,3,13,정글번치: 월드투어,The Jungle Bunch 2: World Tour,Les As de la Jungle 2 - Operation Tour du Monde,88,2023,20240131,개봉,장편,,,,애니메이션,프랑스,,,,(주)무비다이브
일별 박스오피스,20240204~20240204,2024-02-04,2024-02-04,7,7,0,OLD,20246964,정글번치: 월드투어,2024-01-31,2024-02-04,57943700,1.5,-25600,0.0,164238900,7043,-184,-2.5,20714,193,333,4,13,정글번치: 월드투어,The Jungle Bunch 2: World Tour,Les As de la Jungle 2 - Operation Tour du Monde,88,2023,20240131,개봉,장편,,,,애니메이션,프랑스,,,,(주)무비다이브
일별 박스오피스,20240205~20240205,2024-02-05,2024-02-05,10,10,-3,OLD,20246964,정글번치: 월드투어,2024-01-31,2024-02-05,7448500,0.6,-50495200,-87.1,171687400,909,-6134,-87.1,21623,130,173,5,13,정글번치: 월드투어,The Jungle Bunch 2: World Tour,Les As de la Jungle 2 - Operation Tour du Monde,88,2023,20240131,개봉,장편,,,,애니메이션,프랑스,,,,(주)무비다이브
일별 박스오피스,20240210~20240210,2024-02-10,2024-02-10,10,10,1,OLD,20246964,정글번치: 월드투어,2024-01-31,2024-02-10,25782500,0.5,-6427200,-20.0,254443300,2820,-983,-25.8,31710,157,206,10,13,정글번치: 월드투어,The Jungle Bunch 2: World Tour,Les As de la Jungle 2 - Operation Tour du Monde,88,2023,20240131,개봉,장편,,,,애니메이션,프랑스,,,,(주)무비다이브
일별 박스오피스,20240211~20240211,2024-02-11,2024-02-11,10,10,0,OLD,20246964,정글번치: 월드투어,2024-01-31,2024-02-11,41804800,0.7,16022300,62.1,296248100,4699,1879,66.6,36409,168,219,11,13,정글번치: 월드투어,The Jungle Bunch 2: World Tour,Les As de la Jungle 2 - Operation Tour du Monde,88,2023,20240131,개봉,장편,,,,애니메이션,프랑스,,,,(주)무비다이브
일별 박스오피스,20240212~20240212,2024-02-12,2024-02-12,9,9,1,OLD,20246964,정글번치: 월드투어,2024-01-31,2024-02-12,54233300,0.9,12428500,29.7,350481400,6418,1719,36.6,42827,167,230,12,13,정글번치: 월드투어,The Jungle Bunch 2: World Tour,Les As de la Jungle 2 - Operation Tour du Monde,88,2023,20240131,개봉,장편,,,,애니메이션,프랑스,,,,(주)무비다이브
일별 박스오피스,20240131~20240131,2024-01-31,2024-01-31,5,5,0,NEW,20234730,추락의 해부,2024-01-31,2024-01-31,51405559,2.0,51405559,100.0,91970559,6792,6792,100.0,9779,225,316,0,20,추락의 해부,Anatomy of a Fall,,151,2023,20240131,개봉,장편,,,,드라마|스릴러,프랑스,쥐스틴 트리에,산드라 휠러|스완 아를로|밀로 마차도 그라너,,(주)스튜디오디에이치엘
일별 박스오피스,20240201~20240201,2024-02-01,2024-02-01,7,7,-2,OLD,20234730,추락의 해부,2024-01-31,2024-02-01,43286202,2.6,-8119357,-15.8,135256761,4729,-2063,-30.4,14508,228,316,1,20,추락의 해부,Anatomy of a Fall,,151,2023,20240131,개봉,장편,,,,드라마|스릴러,프랑스,쥐스틴 트리에,산드라 휠러|스완 아를로|밀로 마차도 그라너,,(주)스튜디오디에이치엘
일별 박스오피스,20240202~20240202,2024-02-02,2024-02-02,7,7,0,OLD,20234730,추락의 해부,2024-01-31,2024-02-02,43397230,2.3,111028,0.3,178653991,4380,-349,-7.4,18888,235,327,2,20,추락의 해부,Anatomy of a Fall,,151,2023,20240131,개봉,장편,,,,드라마|스릴러,프랑스,쥐스틴 트리에,산드라 휠러|스완 아를로|밀로 마차도 그라너,,(주)스튜디오디에이치엘
일별 박스오피스,20240203~20240203,2024-02-03,2024-02-03,8,8,-1,OLD,20234730,추락의 해부,2024-01-31,2024-02-03,66468698,1.6,23071468,53.2,245122689,6358,1978,45.2,25246,236,306,3,20,추락의 해부,Anatomy of a Fall,,151,2023,20240131,개봉,장편,,,,드라마|스릴러,프랑스,쥐스틴 트리에,산드라 휠러|스완 아를로|밀로 마차도 그라너,,(주)스튜디오디에이치엘
일별 박스오피스,20240204~20240204,2024-02-04,2024-02-04,9,9,-1,OLD,20234730,추락의 해부,2024-01-31,2024-02-04,63301289,1.6,-3167409,-4.8,308423978,6293,-65,-1.0,31539,232,306,4,20,추락의 해부,Anatomy of a Fall,,151,2023,20240131,개봉,장편,,,,드라마|스릴러,프랑스,쥐스틴 트리에,산드라 휠러|스완 아를로|밀로 마차도 그라너,,(주)스튜디오디에이치엘
일별 박스오피스,20240205~20240205,2024-02-05,2024-02-05,6,6,3,OLD,20234730,추락의 해부,2024-01-31,2024-02-05,29825324,2.3,-33475965,-52.9,338249302,3153,-3140,-49.9,34692,222,308,5,20,추락의 해부,Anatomy of a Fall,,151,2023,20240131,개봉,장편,,,,드라마|스릴러,프랑스,쥐스틴 트리에,산드라 휠러|스완 아를로|밀로 마차도 그라너,,(주)스튜디오디에이치엘
일별 박스오피스,20240206~20240206,2024-02-06,2024-02-06,6,6,0,OLD,20234730,추락의 해부,2024-01-31,2024-02-06,31969956,2.4,2144632,7.2,370219258,3419,266,8.4,38111,224,314,6,20,추락의 해부,Anatomy of a Fall,,151,2023,20240131,개봉,장편,,,,드라마|스릴러,프랑스,쥐스틴 트리에,산드라 휠러|스완 아를로|밀로 마차도 그라너,,(주)스튜디오디에이치엘
일별 박스오피스,20240207~20240207,2024-02-07,2024-02-07,9,9,-3,OLD,20234730,추락의 해부,2024-01-31,2024-02-07,19652985,1.1,-12316971,-38.5,389872243,2102,-1317,-38.5,40213,104,142,7,20,추락의 해부,Anatomy of a Fall,,151,2023,20240131,개봉,장편,,,,드라마|스릴러,프랑스,쥐스틴 트리에,산드라 휠러|스완 아를로|밀로 마차도 그라너,,(주)스튜디오디에이치엘
일별 박스오피스,20240208~20240208,2024-02-08,2024-02-08,9,9,0,OLD,20234730,추락의 해부,2024-01-31,2024-02-08,32002521,1.4,12349536,62.8,421874764,3335,1233,58.7,43548,117,159,8,20,추락의 해부,Anatomy of a Fall,,151,2023,20240131,개봉,장편,,,,드라마|스릴러,프랑스,쥐스틴 트리에,산드라 휠러|스완 아를로|밀로 마차도 그라너,,(주)스튜디오디에이치엘
일별 박스오피스,20240209~20240209,2024-02-09,2024-02-09,10,10,-1,OLD,20234730,추락의 해부,2024-01-31,2024-02-09,39338264,0.9,7335743,22.9,461213028,3822,487,14.6,47370,122,163,9,20,추락의 해부,Anatomy of a Fall,,151,2023,20240131,개봉,장편,,,,드라마|스릴러,프랑스,쥐스틴 트리에,산드라 휠러|스완 아를로|밀로 마차도 그라너,,(주)스튜디오디에이치엘
일별 박스오피스,20240213~20240213,2024-02-13,2024-02-13,9,9,3,OLD,20234730,추락의 해부,2024-01-31,2024-02-13,19727429,1.0,-22050776,-52.8,588664224,1967,-2083,-51.4,59889,108,156,13,20,추락의 해부,Anatomy of a Fall,,151,2023,20240131,개봉,장편,,,,드라마|스릴러,프랑스,쥐스틴 트리에,산드라 휠러|스완 아를로|밀로 마차도 그라너,,(주)스튜디오디에이치엘
