movieCd,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,openDt,movieNm_detail,movieNmEn,showTm,prdtYear,genres,nations,directors,actors,distributors,누적관람객수,log_누적관람객수,log_salesAmt,log_salesAcc,log_audiAcc,log_showCnt,log_scrnCnt,days_since_open,sales_per_screen,sales_per_show,screen_per_show,has_main_director,has_main_actor,has_main_genre,google_keyword,google_trend_max,google_trend_ratio,overview,plot_sentiment_score,log_google_trend_ratio,plot_emotion_sadness,plot_emotion_neutral,plot_emotion_fear,plot_emotion_disgust,plot_emotion_anger,plot_emotion_joy,plot_emotion_surprise
20242404,510806690,50.5,-69110930,-11.9,9081842200.0,51962,-7054,-12.0,903662,1639,6597,2025-02-12,2025-02-12,캡틴 아메리카: 브레이브 뉴 월드,Captain America: Brave New World,118,2024,"['액션', '어드벤처', 'SF']",미국,['줄리어스 오나'],"['안소니 마키', '해리슨 포드', '대니 라미레즈', '칼 럼블리', '지안카를로 에스포지토']",월트디즈니컴퍼니코리아 유한책임회사,902894,13.71336155,20.05150178,22.92954289,13.71421178,8.794521852,7.402451521,0,311657.529,77430.14855,0.248446263,0,0,1,캡틴 아메리카: 브레이브 뉴 월드,0,0.0,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",-0.8608427047729492,0.0,0.02341386117041111,0.34664303064346313,0.45901021361351013,0.0415133461356163,0.08623094856739044,0.005982032977044582,0.03720654174685478
20251800,46524000,2.5,46524000,100.0,90528000.0,4952,4952,100.0,7936,302,471,2025-02-12,2025-02-12,브루탈리스트,The Brutalist,214,2024,['드라마'],미국,['브래디 코베'],"['애드리언 브로디', '펠리시티 존스', '가이 피어스']",유니버설픽쳐스인터내셔널 코리아(유),4952,8.507748733,17.65547889,18.32116976,8.979290649,6.156978986,5.713732806,0,154052.9801,98777.07006,0.64118896,0,0,0,브루탈리스트,100,5057142.857,"When a visionary architect and his wife flee post-war Europe in 1947 to rebuild their legacy and witness the birth of modern United States, their lives are changed forever by a mysterious, wealthy client.",0.9995275735855104,15.436312426760534,0.008158000186085701,0.12419173121452332,0.42142173647880554,0.005854790098965168,0.01839485950767994,0.017691507935523987,0.4042873680591583
20248508,37638400,3.6,29438400,359.0,48772400.0,3822,3002,366.1,4948,362,629,2025-01-15,2025-01-15,노스페라투,Nosferatu,132,2024,['공포(호러)'],미국,['로버트 에거스'],"['릴리 로즈 멜로디 뎁', '니콜라스 홀트', '빌 스카스가드', '애론 테일러 존슨', '윌렘 데포']",유니버설픽쳐스인터내셔널 코리아(유),3822,8.248790734,17.44353539,17.70267516,8.506940815,6.445719819,5.894402834,0,103973.4807,59838.47377,0.575516693,0,0,0,노스페라투,0,0.0,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",0.8890208601951599,0.0,0.0028586217667907476,0.004654620308429003,0.9862654805183411,0.002510987687855959,0.0008612969540990889,0.001264995546080172,0.0015839629340916872
20244167,104062890,5.0,-601145050,-85.2,1017763510.0,11618,-64298,-84.7,108991,640,1208,2025-01-01,2025-01-01,수퍼 소닉3,Sonic the Hedgehog 3,109,2024,['애니메이션'],미국,['제프 파울러'],"['짐 캐리', '벤 슈왈츠', '제임스 마스던', '티카 섬터', '이드리스 엘바']",롯데컬처웍스(주)롯데엔터테인먼트,87534,11.37979399,18.460506,20.74087342,11.59902976,7.097548851,6.463029457,0,162598.2656,86144.77649,0.529801325,0,0,0,수퍼 소닉3,0,0.0,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",0.9996658563613892,0.0,0.005540467798709869,0.8269160985946655,0.010574541054666042,0.00838905107229948,0.04384714365005493,0.07454326748847961,0.03018937073647976
20190300,99405800,8.0,-25252200,-20.3,3218365360.0,11178,-2885,-20.5,347793,713,1979,2024-12-31,2024-12-31,보고타: 마지막 기회의 땅,Bogota: City of the Lost,106,2024,"['범죄', '드라마']",한국,['김성제'],"['송중기', '이희준', '권해효', '박지환', '조현철']",메가박스중앙(주) 플러스엠 엔터테인먼트,344141,12.74880964,18.41472103,21.89213942,12.75936563,7.590852124,6.570882962,0,139419.0743,50230.31834,0.360282971,0,0,1,보고타: 마지막 기회의 땅,0,0.0,"After moving to Bogotá for a chance at a better life, a young Korean man rises through the Colombian black market — risking peril for a shot at success.",0.9982006549835204,0.0,0.004182381089776754,0.01625569351017475,0.9659498333930969,0.002246650168672204,0.004925284069031477,0.004390109330415726,0.0020501725375652313
20244850,192154650,2.4,-25264510,-11.6,418956810.0,17822,-4217,-19.1,40589,562,1035,2024-12-31,2024-12-31,시빌 워: 분열의 시대,Civil War,109,2024,"['액션', '전쟁', '드라마']",미국,['알렉스 가랜드'],"['커스틴 던스트', '케일리 스패니', '와그너 모라', '스티븐 헨더슨', '제시 플레먼스']",(주)마인드마크,39861,10.59317877,19.07381108,19.8532784,10.61127701,6.943122423,6.333279628,0,341912.1886,185656.6667,0.542995169,0,0,1,시빌 워: 분열의 시대,0,0.0,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",-0.9973548650741576,0.0,0.019941840320825577,0.5234382152557373,0.22721655666828156,0.17554157972335815,0.0415349081158638,0.007961500436067581,0.004365422297269106
20240193,442632480,16.9,411183480,1307.5,474081480.0,44985,42968,2130.3,47002,1243,4198,2024-12-18,2024-12-18,무파사: 라이온 킹,Mufasa: The Lion King,117,2024,['애니메이션'],미국,['배리 젠킨스'],"['켈빈 해리슨 주니어', '존 카니', '세스 로건', '매즈 미켈슨', '탠디 뉴튼']",월트디즈니컴퍼니코리아 유한책임회사,44985,10.71410661,19.90825037,19.97688977,10.75796671,8.342601681,7.126087273,0,356100.1448,105438.8947,0.296093378,0,0,0,무파사: 라이온 킹,0,0.0,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",0.9995675683021544,0.0,0.48388198018074036,0.40402737259864807,0.010000741109251976,0.016106178984045982,0.005532567389309406,0.07332553714513779,0.007125629112124443
20244762,74705800,3.3,-16270960,-17.9,202347320.0,8120,-1791,-18.1,21441,355,519,2024-12-11,2024-12-11,서브스턴스,THE SUBSTANCE,141,2024,['스릴러'],영국,['코랄리 파르쟈'],"['데미 무어', '마가렛 퀄리', '데니스 퀘이드']",(주)넥스트엔터테인먼트월드(NEW),18031,9.799903236,18.1290683,19.12549619,9.973106894,6.253828812,5.874930731,0,210438.8732,143941.8112,0.684007707,0,0,1,서브스턴스,0,0.0,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",-0.995325803756714,0.0,0.02755640260875225,0.5216405987739563,0.0044046551920473576,0.41216811537742615,0.02165551669895649,0.00805156771093607,0.004523164127022028
20246381,42809000,1.7,42809000,100.0,44519000.0,5233,5233,100.0,5423,200,329,2024-12-11,2024-12-11,더 크로우,The Crow,110,2024,"['액션', '판타지']",프랑스,['루퍼트 샌더스'],['빌 스카스가드'],판씨네마(주),5233,8.562931083,17.57225894,17.61142664,8.59858883,5.799092654,5.303304908,0,214045.0,130118.541,0.607902736,0,0,1,더 크로우,100,-0.9999993,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",0.8586286902427673,-14.172185501953551,0.02506452612578869,0.008222482167184353,0.016278598457574844,0.03563903644680977,0.9121483564376831,0.0007379510789178312,0.00190901686437428
20245774,5432000,0.4,-7042900,-56.5,62196100.0,561,-625,-52.7,6125,91,126,2024-11-28,2024-11-28,나 혼자만 레벨업 -리어웨이크닝-,SOLO LEVELING -ReAwakening-,119,2024,['애니메이션'],일본,['무명 일본 애니메이션 감독'],"['히라카와 다이스케', '토치 히로키', '민승우', '심규혁', '송준석']",(주)애니플러스,4038,8.303752416,15.50781813,17.94580287,8.720297287,4.844187086,4.521788577,0,59692.30769,43111.11111,0.722222222,0,0,0,나 혼자만 레벨업 -리어웨이크닝-,0,0.0,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",0.9936668276786804,0.0,0.00360597250983119,0.1300068497657776,0.011674018576741219,0.0029044493567198515,0.004450158216059208,0.7840850949287415,0.06327344477176666
20240737,335899440,19.8,24059590,7.7,20897695040.0,37586,2317,6.6,2277976,1085,3359,2024-11-27,2024-11-27,모아나 2,MOANA 2,99,2024,['애니메이션'],미국|캐나다,['데이브 데릭 주니어'],"['아우이 크라발호', '드웨인 존슨']",월트디즈니컴퍼니코리아 유한책임회사,2277128,14.638426,19.63232239,23.7629047,14.63879833,8.119696253,6.9902565,0,309584.7373,99999.83328,0.323012801,0,1,0,모아나 2,0,0.0,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",0.9974706172943116,0.0,0.005227968096733093,0.023186560720205307,0.9413439631462097,0.0014354115119203925,0.010337240993976593,0.0052523380145430565,0.013216463848948479
20244903,18592800,0.4,9033500,94.5,47592400.0,2025,1012,99.9,5215,72,74,2024-11-20,2024-11-20,저니 투 베들레헴,Journey to Bethlehem,98,2023,"['가족', '뮤지컬']",미국,['무명 미국 가족 감독'],['안토니오 반데라스'],길갈,2025,7.613818685,16.73828502,17.67818366,8.559486104,4.317488114,4.290459441,0,258233.3333,251254.0541,0.972972973,0,0,0,저니 투 베들레헴,0,0.0,A young woman carrying an unimaginable responsibility. A young man torn between love and honor. A jealous king who will stop at nothing to keep his crown.,0.9699090719223022,0.0,0.007268107961863279,0.009330721572041512,0.010671756230294704,0.9401102066040039,0.019526271149516106,0.0003764715511351824,0.012716620229184628
20247693,355161810,12.1,128158620,56.5,13353474550.0,36514,12044,49.2,1350470,870,2008,2024-11-20,2024-11-20,위키드,Wicked,160,2024,"['판타지', '뮤지컬']",미국,['존 추'],"['아리아나 그란데', '조나단 베일리', '양자경', '제프 골드블럼']",유니버설픽쳐스인터내셔널 코리아(유),1349214,14.1150335,19.68808405,23.31504245,14.11596398,7.605392365,6.769641977,0,408231.9655,176873.4114,0.433266932,0,0,0,위키드,0,0.0,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",0.9942909479141236,0.0,0.07675015181303024,0.10850760340690613,0.05986373871564865,0.3796752393245697,0.3664172291755676,0.0026420955546200275,0.006144041195511818
20245781,19515160,1.2,19515160,100.0,19515160.0,2040,2040,100.0,2040,78,115,2024-11-14,2024-11-14,극장판 오버로드 성왕국편,OVERLORD: The Sacred Kingdom,135,2024,['애니메이션'],일본,['이토 나오유키'],"['히노 사토시', '아오야마 요시노', '나바타메 히토미', '하야미 사오리', '토마츠 하루카']",(주)애니플러스,2040,7.621195163,16.78670221,16.78670221,7.621195163,4.753590191,4.369447852,0,250194.359,169697.0435,0.67826087,0,0,0,극장판 오버로드 성왕국편,0,0.0,"After twelve years of playing his favorite MMORPG game, Momonga logs in for the last time only to find himself transported into its world playing it indefinitely. Throughout his adventures, his avatar ascends to the title of Sorcerer King Ains Ooal Gown. Once prosperous but now on the brink of ruin, The Sacred Kingdom enjoyed years of peace after construction of an enormous wall protecting them from neighboring invasions. But, one day this comes to an end when the Demon Emperor Jaldabaoth arrives with an army of villainous demi-humans. Fearing invasion of their own lands, the neighboring territory of the Slane Theocracy is forced to beg their enemies at the Sorcerer Kingdom for help. Heeding the call, Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor.",0.7164796590805054,0.0,0.7415341734886169,0.17298556864261627,0.010759043507277966,0.021116696298122406,0.0246786680072546,0.012077986262738705,0.01684790477156639
20245078,35615300,4.8,-856040,-2.3,525334080.0,3824,142,3.9,52460,478,785,2024-11-06,2024-11-06,레드 원,RED ONE,123,2024,"['액션', '어드벤처', '코미디', '판타지', '미스터리']",미국,['제이크 캐스단'],"['드웨인 존슨', '크리스 에반스', '루시 리우', 'J.K. 시몬스']",워너브러더스 코리아(주),52213,10.86310594,17.38828591,20.07954496,10.86782532,6.666956792,6.171700597,0,74508.99582,45369.80892,0.608917197,0,1,1,레드 원,0,0.0,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",0.9962660670280457,0.0,0.2646036148071289,0.38127294182777405,0.25282758474349976,0.011874397285282612,0.06145519018173218,0.005651674699038267,0.022314544767141342
20244912,34962400,2.9,34962400,100.0,73390900.0,3710,3710,100.0,6493,311,492,2024-11-06,2024-11-06,아노라,Anora,139,2024,"['드라마', '코미디', '멜로/로맨스']",미국,['션 베이커'],"['미키 매디슨', '마크 아이델스테인', '유리 보리소프', '카렌 카라굴리안', '바체 토브마샨']",유니버설픽쳐스인터내셔널 코리아(유),3710,8.219056661,17.36978378,18.11131052,8.778633953,6.200509174,5.743003188,0,112419.2926,71061.78862,0.632113821,0,0,1,아노라,0,0.0,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",-0.9985979199409484,0.0,0.0018886418547481298,0.005375215783715248,0.9687818288803101,0.003314819885417819,0.0176603514701128,0.001253314781934023,0.0017257977742701769
20242375,23831500,2.8,7735300,48.1,294649100.0,2800,1088,63.6,33726,224,389,2024-10-30,2024-10-30,롱레그스,Longlegs,101,2023,"['공포(호러)', '스릴러']",미국,['무명 미국 공포(호러) 감독'],"['마이카 먼로', '니콜라스 케이지']",그린나래미디어(주)|(주)레드아이스 엔터테인먼트,32906,10.40144068,16.98651883,19.50129572,10.42605398,5.966146739,5.416100402,0,106390.625,61263.49614,0.575835476,0,0,1,롱레그스,0,0.0,"FBI Agent Lee Harker is a gifted new recruit assigned to the unsolved case of an elusive serial killer. As the case takes complex turns, unearthing evidence of the occult, Harker discovers a personal connection to the merciless killer and must race against time to stop him before he claims the lives of another innocent family.",0.9898858070373536,0.0,0.00788968801498413,0.02472641132771969,0.05193944647908211,0.1506166011095047,0.7598145008087158,0.0014436969067901373,0.003569604130461812
20240941,2175701430,59.0,-327340508,-13.1,7914130378.0,218530,-29623,-11.9,791874,1663,7813,2024-10-23,2024-10-23,베놈: 라스트 댄스,Venom: The Last Dance,108,2024,"['액션', 'SF', '스릴러']",미국,['켈리 마르셀'],"['톰 하디', '치웨텔 에지오포', '주노 템플', '리스 이판', '페기 루']",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,790380,13.58027039,21.50061695,22.79191565,13.58215883,8.963672276,7.416979621,0,1308299.116,278471.9608,0.212850378,0,0,1,베놈: 라스트 댄스,0,0.0,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",0.980217218399048,0.0,0.19680926203727722,0.12157119810581207,0.5785992741584778,0.015838809311389923,0.051673680543899536,0.011713339947164059,0.023794448003172874
